Data from Subt2_17-10-06-072.txt Node
Date: Wed Mar 27 17:10:06 EDT 2024
User: axvpci
Spectrometer: USB2G14671
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 5.000000E-2
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
339.887	0.94
340.26	1.94
340.634	-3.06
341.008	-0.06
341.382	0.94
341.755	-1.06
342.129	2.94
342.502	0.94
342.876	0.94
343.249	2.94
343.623	1.94
343.996	-2.06
344.37	-2.06
344.743	-2.06
345.116	-0.06
345.49	-3.06
345.863	-3.06
346.236	2.94
346.61	1.94
346.983	1.94
347.356	-1.06
347.729	-3.06
348.102	1.94
348.475	-0.06
348.848	4.94
349.221	2.94
349.594	1.94
349.967	-0.06
350.34	-0.06
350.713	4.94
351.086	0.94
351.459	4.94
351.832	0.94
352.204	4.94
352.577	-5.06
352.95	-4.06
353.322	4.94
353.695	0.94
354.068	5.94
354.44	5.94
354.813	2.94
355.185	1.94
355.558	1.94
355.93	1.94
356.303	4.94
356.675	1.94
357.047	-1.06
357.42	3.94
357.792	3.94
358.164	-0.06
358.536	4.94
358.909	0.94
359.281	-2.06
359.653	-1.06
360.025	3.94
360.397	1.94
360.769	-0.06
361.141	6.94
361.513	0.94
361.885	3.94
362.257	-0.06
362.629	-2.06
363	2.94
363.372	3.94
363.744	1.94
364.116	9.94
364.487	37.94
364.859	51.94
365.231	42.94
365.602	26.94
365.974	14.94
366.345	12.94
366.717	9.94
367.088	1.94
367.46	1.94
367.831	7.94
368.203	-0.06
368.574	4.94
368.945	7.94
369.317	4.94
369.688	2.94
370.059	-1.06
370.43	0.94
370.801	-5.06
371.173	1.94
371.544	-2.06
371.915	4.94
372.286	0.94
372.657	4.94
373.028	1.94
373.399	-2.06
373.77	2.94
374.14	3.94
374.511	-3.06
374.882	-1.06
375.253	-0.06
375.624	2.94
375.994	5.94
376.365	3.94
376.736	8.94
377.106	1.94
377.477	3.94
377.847	6.94
378.218	3.94
378.588	-0.06
378.959	2.94
379.329	3.94
379.699	3.94
380.07	0.94
380.44	1.94
380.81	2.94
381.181	0.94
381.551	2.94
381.921	6.94
382.291	7.94
382.661	1.94
383.031	6.94
383.401	3.94
383.771	3.94
384.141	3.94
384.511	1.94
384.881	5.94
385.251	1.94
385.621	2.94
385.991	1.94
386.361	-0.06
386.73	5.94
387.1	2.94
387.47	1.94
387.839	7.94
388.209	0.94
388.579	2.94
388.948	3.94
389.318	5.94
389.687	6.94
390.057	11.94
390.426	6.94
390.795	1.94
391.165	9.94
391.534	8.94
391.903	8.94
392.273	2.94
392.642	4.94
393.011	6.94
393.38	2.94
393.749	4.94
394.118	5.94
394.487	7.94
394.856	6.94
395.225	7.94
395.594	12.94
395.963	3.94
396.332	9.94
396.701	3.94
397.07	7.94
397.438	7.94
397.807	8.94
398.176	8.94
398.545	22.94
398.913	12.94
399.282	16.94
399.65	14.94
400.019	13.94
400.388	14.94
400.756	15.94
401.124	16.94
401.493	16.94
401.861	13.94
402.23	14.94
402.598	22.94
402.966	24.94
403.334	22.94
403.703	84.94
404.071	279.94
404.439	332.94
404.807	295.94
405.175	102.94
405.543	34.94
405.911	30.94
406.279	31.94
406.647	23.94
407.015	43.94
407.383	53.94
407.751	55.94
408.118	50.94
408.486	40.94
408.854	43.94
409.222	42.94
409.589	39.94
409.957	42.94
410.325	43.94
410.692	45.94
411.06	51.94
411.427	53.94
411.795	60.94
412.162	56.94
412.529	56.94
412.897	58.94
413.264	65.94
413.631	60.94
413.999	72.94
414.366	69.94
414.733	75.94
415.1	74.94
415.467	79.94
415.834	76.94
416.202	83.94
416.569	84.94
416.936	81.94
417.302	81.94
417.669	89.94
418.036	86.94
418.403	86.94
418.77	97.94
419.137	100.94
419.503	90.94
419.87	93.94
420.237	94.94
420.603	93.94
420.97	88.94
421.337	94.94
421.703	98.94
422.07	94.94
422.436	96.94
422.803	90.94
423.169	101.94
423.535	102.94
423.902	101.94
424.268	96.94
424.634	98.94
425	96.94
425.367	95.94
425.733	95.94
426.099	108.94
426.465	99.94
426.831	100.94
427.197	103.94
427.563	107.94
427.929	103.94
428.295	103.94
428.661	108.94
429.027	108.94
429.392	118.94
429.758	113.94
430.124	113.94
430.49	122.94
430.855	109.94
431.221	112.94
431.587	114.94
431.952	121.94
432.318	121.94
432.683	116.94
433.049	125.94
433.414	139.94
433.779	140.94
434.145	165.94
434.51	197.94
434.875	731.94
435.241	1771.94
435.606	2247.94
435.971	1920.94
436.336	866.94
436.701	337.94
437.066	178.94
437.431	154.94
437.796	154.94
438.161	149.94
438.526	142.94
438.891	150.94
439.256	145.94
439.621	145.94
439.986	145.94
440.35	140.94
440.715	139.94
441.08	151.94
441.444	149.94
441.809	151.94
442.174	155.94
442.538	155.94
442.903	151.94
443.267	150.94
443.632	151.94
443.996	147.94
444.36	142.94
444.725	143.94
445.089	151.94
445.453	145.94
445.817	143.94
446.182	140.94
446.546	136.94
446.91	139.94
447.274	126.94
447.638	138.94
448.002	134.94
448.366	133.94
448.73	128.94
449.094	132.94
449.458	124.94
449.822	123.94
450.185	121.94
450.549	119.94
450.913	115.94
451.276	115.94
451.64	121.94
452.004	107.94
452.367	102.94
452.731	110.94
453.094	109.94
453.458	109.94
453.821	97.94
454.185	99.94
454.548	105.94
454.911	103.94
455.275	103.94
455.638	105.94
456.001	100.94
456.364	94.94
456.728	101.94
457.091	92.94
457.454	96.94
457.817	95.94
458.18	94.94
458.543	90.94
458.906	93.94
459.269	93.94
459.631	88.94
459.994	86.94
460.357	98.94
460.72	86.94
461.083	90.94
461.445	94.94
461.808	86.94
462.17	94.94
462.533	90.94
462.896	88.94
463.258	90.94
463.621	91.94
463.983	88.94
464.345	85.94
464.708	90.94
465.07	86.94
465.432	90.94
465.795	95.94
466.157	96.94
466.519	88.94
466.881	95.94
467.243	90.94
467.605	91.94
467.967	95.94
468.329	94.94
468.691	93.94
469.053	95.94
469.415	100.94
469.777	92.94
470.139	92.94
470.5	86.94
470.862	101.94
471.224	97.94
471.586	97.94
471.947	95.94
472.309	90.94
472.67	91.94
473.032	88.94
473.393	94.94
473.755	96.94
474.116	86.94
474.478	89.94
474.839	82.94
475.2	89.94
475.561	84.94
475.923	85.94
476.284	82.94
476.645	79.94
477.006	81.94
477.367	77.94
477.728	79.94
478.089	83.94
478.45	74.94
478.811	79.94
479.172	80.94
479.533	68.94
479.894	72.94
480.254	68.94
480.615	77.94
480.976	70.94
481.337	70.94
481.697	69.94
482.058	67.94
482.418	69.94
482.779	68.94
483.139	66.94
483.5	65.94
483.86	59.94
484.221	65.94
484.581	61.94
484.941	59.94
485.302	57.94
485.662	64.94
486.022	58.94
486.382	58.94
486.742	57.94
487.102	61.94
487.462	61.94
487.822	54.94
488.182	56.94
488.542	52.94
488.902	67.94
489.262	53.94
489.622	53.94
489.982	53.94
490.341	58.94
490.701	55.94
491.061	50.94
491.42	57.94
491.78	58.94
492.139	51.94
492.499	52.94
492.858	53.94
493.218	49.94
493.577	48.94
493.937	48.94
494.296	40.94
494.655	47.94
495.015	46.94
495.374	41.94
495.733	42.94
496.092	46.94
496.451	46.94
496.81	46.94
497.169	43.94
497.528	42.94
497.887	44.94
498.246	46.94
498.605	41.94
498.964	43.94
499.323	44.94
499.681	44.94
500.04	43.94
500.399	40.94
500.757	45.94
